yl	0.8214596708701678	0.0013787556235316813
et	0.6823558241052022	0.04107847797780212
th	0.6788246933004646	0.2912696608312837
en	0.655755092592637	0.12564330446644484
hy	0.6449386102296882	0.004300753019311191
ro	0.5872720399972038	0.06610276336729844
in	0.5265130873203689	0.2015144782258231
me	0.5258237283513332	0.07261331459396896
2-	0.5180542241384187	0.00022993613459272886
-(	0.5109743665669434	0.0
di	0.4984264798995141	0.04121282268565405
ox	0.4969711931567722	0.0012607734121488953
)-	0.47262979275408834	2.583552074075605e-06
l)	0.46464745890815473	2.583552074075605e-06
l-	0.45853868747931753	0.001177238561753784
he	0.4535020231520668	0.29124554767859234
4-	0.45212853126265456	0.00018084864518529234
id	0.444786747968002	0.03250022390784642
ne	0.4326616917879789	0.06689591385403965
ph	0.4323369096446872	0.006375345334793901
ny	0.430553101017411	0.010867281207586687
3-	0.4208955548764356	0.00013951181200008266
xy	0.41597611705351734	0.00021701837422235084
-2	0.41184830573899733	0.00013692825992600707
-1	0.3653661988186445	0.00034619597792613107
no	0.35964487417161134	0.03926482442180105
ol	0.35461175780400095	0.033676601285575515
o-	0.35458984675595184	0.0012986655092353376
ri	0.34737228999411135	0.06213184382944423
mi	0.3437520766351611	0.027805048605226354
lo	0.3421076932326697	0.03549111602560128
1-	0.332305399927449	0.00013434470785193147
an	0.32801601261309243	0.17261658709326277
-d	0.3265152256852333	0.0010687293746426086
on	0.31627543060003954	0.14454198788830788
am	0.3067551041954239	0.024519631551026877
-p	0.29966944523048267	0.0010161971491364048
or	0.2964501992562901	0.11327239595174614
tr	0.29254605323531246	0.03624809678330543
-3	0.2916252138724455	9.042432259264617e-05
-m	0.2913584456638132	0.0008973537537289269
op	0.2909480330351481	0.02067788961687645
n-	0.2891167584613324	0.001615581230321945
5-	0.28906675140856397	0.00022907495056803697
yd	0.2847185830331392	0.0004297308283212423
te	0.282022469324293	0.10469069714569167
py	0.2797654395936378	0.0008758241531116301
dr	0.2789729021226292	0.008723794170128626
az	0.26764536973527137	0.0016078305740997183
-b	0.2674006564108898	0.0008336261359017285
zo	0.26082470499914223	0.000536517647383034
-4	0.2550597979830137	5.683814562966331e-05
-y	0.24871901876093935	0.00037633741879034645
im	0.24497376379736777	0.03202140559011774
-c	0.24203044360331163	0.0015466865083465955
ra	0.24066548599519644	0.05815145126731841
nz	0.23980582496342484	0.00028935783229646776
be	0.2360526110633628	0.05461801321400767
yr	0.23287996801850003	0.0010833695030623704
de	0.22696360148204986	0.06552404770270549
1,	0.21895005518036148	0.00024888218313594995
2,	0.2184780327119961	0.00018343219725936797
ho	0.21778512578331996	0.04635150776099043
ca	0.21512928621093158	0.04507523303639708
-t	0.21479836705637007	0.001569938477013276
ar	0.20444824960452238	0.09674627451790918
li	0.2043881740176395	0.05712664227793509
ac	0.20318982667641813	0.04110603586659226
(2	0.2004982677806237	0.0
6-	0.1950423688710076	0.0001420953640741583
rb	0.1934239718756116	0.002540492872841012
,4	0.191968013897262	8.009011429634375e-05
-o	0.18754835892962468	0.00103255964560555
er	0.18468793633311084	0.1831411170590221
,3	0.18277026414751305	4.650393733336089e-05
la	0.1768747059148994	0.04513896065422428
y-	0.17577939323944922	0.0015561595326182062
ic	0.17556531702601585	0.06051540141509759
-[	0.17256724318453734	0.0
-a	0.1720761863921556	0.0009119938821486886
-5	0.17200949433999752	9.8174978814873e-05
bo	0.17188373355436803	0.019245740583813873
(4	0.16758672292132476	2.583552074075605e-06
ch	0.16631391637305704	0.050742685102894265
e-	0.16589314753787424	0.0032294400925945064
3,	0.16369734408371497	0.0001033420829630242
pr	0.16040531699149516	0.035987158023823795
io	0.15990754784303712	0.06480495904208779
le	0.15866542635111816	0.0787613073462442
hl	0.15479095853307787	0.0013951181200008266
yc	0.1516041715950543	0.0008654899448153277
cy	0.14954731391167442	0.003008976982273388
,2	0.14950190961735832	5.683814562966331e-05
lu	0.14939158725070428	0.01160187118064885
at	0.14920033304793034	0.130433210011781
is	0.1446050061326962	0.1014259485080848
l 	0.14274218348532186	0.05434157314208159
ty	0.1412075950500785	0.0195075405273202
,5	0.1405779281047212	0.00014381773212354202
l]	0.13893877075088923	0.0
ta	0.13486734322741012	0.047673425238892446
pe	0.1337937498184068	0.04232633362958064
hi	0.1337233180250062	0.0795346506004175
ni	0.13269882070616096	0.0320360457185375
H-	0.13248608696394285	2.583552074075605e-06
uo	0.13135414400247628	0.0010540892462228468
ut	0.13020436535200697	0.042112759991457055
fl	0.12895605890341774	0.005861218472052856
(3	0.12822796005074158	0.0
om	0.12657796703638644	0.05178902369289489
N-	0.12561133981599898	2.583552074075605e-06
na	0.12387322315544215	0.02621358052759578
(1	0.12370555808973634	1.2917760370378025e-05
xa	0.12346161189176345	0.0022735258251865326
ci	0.12341568019804135	0.021990334070506858
cl	0.12089653296260672	0.013236398459514017
bu	0.12031255798396878	0.016389193173910948
o[	0.12007378988925475	0.0
]-	0.11892319616697619	0.0
-e	0.11769310897059403	0.0007311452369633963
ip	0.11434172547249953	0.008450798834301304
-h	0.11406383393094079	0.0007449241813584661
ia	0.11061253221811053	0.022186684028136606
pi	0.10885284012730846	0.012231396702698606
ce	0.10720155258713861	0.05704224624351528
 a	0.10525808577604762	0.17516310825427664
4,	0.10367670262987234	9.042432259264617e-05
,6	0.10351004441757797	3.358617696298287e-05
)p	0.10287117195531603	0.0
-6	0.10192885305300489	5.942169770373892e-05
c 	0.09889812839375525	0.008337122543041978
-i	0.09721021056756902	0.0007027261641485646
xo	0.0962962753423805	0.00032552756133352625
do	0.0957115811827344	0.018817732123542017
7-	0.09509764032875585	0.00012314931553093718
ih	0.09501766740064682	8.784077051857058e-05
al	0.09338426349488024	0.09060603242185616
lp	0.09327638634365402	0.0021417646694086765
bi	0.09225908083489053	0.00891497702361022
